dealer_id,service_id,vehicle_id,service_date,service_type,odometer,parts_cost,labour_cost,failure_code,repair_cost,dealer_name,city,region,capacity,rating
D0259,SVC0001027,VEH589131,2026-07-09,Software Update,244402,46885,8910,FC104,55795,BMW_Hyderabad_259,Hyderabad,South,418,3.2
D0023,SVC0001029,VEH380464,2023-08-12,AC Repair,277351,10234,12026,FC108,22260,BMW_Chennai_23,Chennai,South,489,3.6
D0485,SVC0001030,VEH571435,2025-11-13,Tire Replacement,178426,5358,1740,FC107,7098,BMW_Bhubaneswar_485,Bhubaneswar,East,883,4.1
D0457,SVC0001039,VEH360330,2025-01-29,Oil Change,38417,1483,5957,FC106,7440,BMW_Delhi_457,Delhi,North,226,3.9
D0001,SVC0001041,VEH952993,2025-03-12,AC Repair,96648,14562,10543,NONE,25105,BMW_Jaipur_1,Jaipur,North,214,3.1
D0488,SVC0001049,VEH622469,2024-08-02,Tire Replacement,285247,48329,13429,FC107,61758,BMW_Kolkata_488,Kolkata,East,710,3.0
D0288,SVC0001050,VEH639728,2023-09-24,Engine Repair,142467,2688,1952,FC106,4640,BMW_Kolkata_288,Kolkata,East,346,4.4
D0072,SVC0001054,VEH621530,2024-01-01,Brake Service,162416,9747,9013,FC102,18760,BMW_Ahmedabad_72,Ahmedabad,West,787,4.3
D0154,SVC0001056,VEH194423,2025-10-19,Battery Check,286448,2908,10049,FC102,12957,BMW_Kolkata_154,Kolkata,East,930,3.4
D0438,SVC0001059,VEH579441,2026-07-08,Battery Check,264420,26220,5711,FC107,31931,BMW_Mumbai_438,Mumbai,West,794,4.5
D0118,SVC0001060,VEH352422,2023-10-18,Oil Change,73435,16512,2601,FC108,19113,BMW_Kochi_118,Kochi,South,371,3.8
D0306,SVC0001063,VEH470037,2024-04-03,AC Repair,152797,7800,8882,FC103,16682,BMW_Bengaluru_306,Bengaluru,South,666,3.6
D0478,SVC0001069,VEH983791,2025-07-25,Oil Change,25294,27196,12679,NONE,39875,BMW_Jaipur_478,Jaipur,North,467,3.1
D0401,SVC0001073,VEH399628,2025-02-12,Engine Repair,242783,16711,14264,FC105,30975,BMW_Ahmedabad_401,Ahmedabad,West,765,3.2
D0192,SVC0001087,VEH520040,2025-07-30,Software Update,249721,27656,6434,NONE,34090,BMW_Jaipur_192,Jaipur,North,318,4.0
D0335,SVC0001095,VEH177103,2024-06-06,AC Repair,294562,23559,2404,FC108,25963,BMW_Jaipur_335,Jaipur,North,252,4.8
D0347,SVC0001096,VEH505116,2023-02-27,Tire Replacement,97713,20017,5677,FC105,25694,BMW_Kolkata_347,Kolkata,East,788,4.6
D0435,SVC0001097,VEH628750,2023-11-17,AC Repair,138827,23428,9930,NONE,33358,BMW_Patna_435,Patna,East,393,4.6
D0166,SVC0001102,VEH965401,2024-02-05,Battery Check,203583,16867,5307,FC101,22174,BMW_Chennai_166,Chennai,South,891,3.6
D0051,SVC0001109,VEH513037,2024-06-30,Brake Service,279666,35964,10472,FC103,46436,BMW_Kolkata_51,Kolkata,East,756,3.7
D0133,SVC0001111,VEH933510,2026-05-02,Engine Repair,35371,30615,7780,FC108,38395,BMW_Hyderabad_133,Hyderabad,South,378,3.6
D0138,SVC0001114,VEH483366,2025-05-31,Software Update,3799,34736,12974,FC108,47710,BMW_Jaipur_138,Jaipur,North,533,4.7
D0273,SVC0001118,VEH731728,2025-05-15,Oil Change,27931,45102,4762,FC101,49864,BMW_Hyderabad_273,Hyderabad,South,545,3.4
D0450,SVC0001125,VEH243693,2026-05-04,Software Update,92190,25108,12690,FC102,37798,BMW_Kolkata_450,Kolkata,East,402,4.5
D0095,SVC0001138,VEH434002,2026-07-18,Battery Check,84695,30642,12626,FC103,43268,BMW_Bengaluru_95,Bengaluru,South,767,5.0
D0061,SVC0001155,VEH597960,2024-02-13,Wheel Alignment,45029,2168,7469,FC108,9637,BMW_Chennai_61,Chennai,South,471,4.8
D0122,SVC0001156,VEH955374,2026-01-17,Wheel Alignment,74166,9395,11526,NONE,20921,BMW_Gurugram_122,Gurugram,North,202,3.1
D0277,SVC0001159,VEH447329,2025-03-24,Wheel Alignment,121725,7200,1160,FC106,8360,BMW_Gurugram_277,Gurugram,North,374,3.6
D0317,SVC0001164,VEH422623,2026-06-19,Software Update,157524,3956,1807,FC101,5763,BMW_Chennai_317,Chennai,South,671,4.5
D0022,SVC0001165,VEH935457,2026-01-26,Brake Service,122779,22778,14675,FC108,37453,BMW_Chennai_22,Chennai,South,975,3.5
D0346,SVC0001172,VEH378428,2023-03-29,Software Update,243392,19680,8446,FC106,28126,BMW_Gurugram_346,Gurugram,North,701,4.9
D0073,SVC0001180,VEH153849,2025-02-27,Software Update,226116,33599,12476,FC106,46075,BMW_Surat_73,Surat,West,629,3.9
D0214,SVC0001185,VEH759580,2023-04-23,Engine Repair,225748,48188,7533,FC107,55721,BMW_Chandigarh_214,Chandigarh,North,616,3.9
D0127,SVC0001204,VEH258787,2025-05-08,Battery Check,46263,5579,5135,FC105,10714,BMW_Chandigarh_127,Chandigarh,North,409,4.2
D0056,SVC0001205,VEH533020,2023-06-30,Engine Repair,254279,49721,5043,NONE,54764,BMW_Mumbai_56,Mumbai,West,961,4.3
D0386,SVC0001213,VEH989587,2023-01-13,Oil Change,256833,46993,2035,FC108,49028,BMW_Delhi_386,Delhi,North,881,4.1
D0238,SVC0001224,VEH601608,2023-12-13,Battery Check,194203,12594,7717,FC105,20311,BMW_Kolkata_238,Kolkata,East,514,4.4
D0239,SVC0001226,VEH495129,2026-04-23,Oil Change,296932,6540,486,FC102,7026,BMW_Bhubaneswar_239,Bhubaneswar,East,578,4.8
D0274,SVC0001228,VEH281594,2025-10-24,Oil Change,53784,11937,6604,FC106,18541,BMW_Delhi_274,Delhi,North,766,3.5
D0371,SVC0001231,VEH458955,2024-03-17,Oil Change,56849,39328,959,FC107,40287,BMW_Patna_371,Patna,East,216,3.9
D0126,SVC0001245,VEH358494,2026-06-18,Engine Repair,227804,24707,5337,FC103,30044,BMW_Hyderabad_126,Hyderabad,South,548,4.7
D0145,SVC0001248,VEH412999,2025-06-15,Brake Service,39817,26898,13868,FC107,40766,BMW_Bhubaneswar_145,Bhubaneswar,East,478,4.2
D0233,SVC0001255,VEH823769,2023-09-28,Engine Repair,30748,15345,330,FC101,15675,BMW_Bhubaneswar_233,Bhubaneswar,East,529,4.1
D0470,SVC0001261,VEH687713,2025-11-26,AC Repair,34411,31354,5872,FC102,37226,BMW_Chandigarh_470,Chandigarh,North,813,4.9
D0236,SVC0001267,VEH701334,2024-04-12,Wheel Alignment,253084,27471,5286,FC107,32757,BMW_Mumbai_236,Mumbai,West,546,4.0
D0437,SVC0001285,VEH368900,2024-05-11,Battery Check,65080,26829,14766,FC103,41595,BMW_Kochi_437,Kochi,South,751,3.4
D0198,SVC0001288,VEH324381,2026-02-20,AC Repair,272895,31878,14289,FC103,46167,BMW_Kolkata_198,Kolkata,East,303,3.3
D0446,SVC0001294,VEH829988,2025-03-18,Tire Replacement,60153,16970,7689,FC107,24659,BMW_Kolkata_446,Kolkata,East,652,4.8
D0152,SVC0001298,VEH745584,2025-07-05,Brake Service,139344,3238,12355,FC108,15593,BMW_Gurugram_152,Gurugram,North,867,3.3
D0387,SVC0001302,VEH354235,2023-08-23,Engine Repair,155294,49595,2699,FC107,52294,BMW_Surat_387,Surat,West,429,4.7
D0036,SVC0001307,VEH768933,2024-02-23,Engine Repair,81717,32904,610,FC102,33514,BMW_Pune_36,Pune,West,317,4.3
D0006,SVC0001310,VEH205065,2023-11-11,Oil Change,110887,10649,13788,FC108,24437,BMW_Kochi_6,Kochi,South,338,4.0
D0468,SVC0001312,VEH446337,2023-12-29,AC Repair,66917,39422,11388,FC105,50810,BMW_Kochi_468,Kochi,South,650,3.3
D0220,SVC0001313,VEH852204,2024-02-16,Wheel Alignment,265921,44369,14983,FC104,59352,BMW_Kochi_220,Kochi,South,381,3.9
D0134,SVC0001317,VEH908206,2023-09-11,Brake Service,191250,20537,12906,FC104,33443,BMW_Kochi_134,Kochi,South,834,3.7
D0435,SVC0001322,VEH526673,2025-01-27,Wheel Alignment,104104,22957,10341,FC107,33298,BMW_Patna_435,Patna,East,393,4.6
D0335,SVC0001326,VEH782139,2023-02-03,Engine Repair,1833,25008,6460,FC107,31468,BMW_Jaipur_335,Jaipur,North,252,4.8
D0133,SVC0001333,VEH162036,2024-03-24,Battery Check,178475,33737,13025,FC102,46762,BMW_Hyderabad_133,Hyderabad,South,378,3.6
D0326,SVC0001334,VEH906066,2025-12-31,Tire Replacement,23331,37019,11390,FC103,48409,BMW_Hyderabad_326,Hyderabad,South,665,3.2
D0410,SVC0001335,VEH193806,2025-05-20,Oil Change,182801,9934,10391,FC106,20325,BMW_Bhubaneswar_410,Bhubaneswar,East,202,3.9
D0212,SVC0001339,VEH661147,2024-01-18,Engine Repair,149342,8572,2043,FC104,10615,BMW_Delhi_212,Delhi,North,709,3.6
D0356,SVC0001353,VEH295361,2024-04-22,Wheel Alignment,147067,32048,12278,FC101,44326,BMW_Jaipur_356,Jaipur,North,510,4.6
D0259,SVC0001356,VEH139286,2025-08-21,Tire Replacement,266729,28433,14822,FC104,43255,BMW_Hyderabad_259,Hyderabad,South,418,3.2
D0261,SVC0001361,VEH212512,2023-03-02,Oil Change,111274,46578,9041,FC106,55619,BMW_Patna_261,Patna,East,484,3.8
D0084,SVC0001369,VEH240718,2025-08-10,Wheel Alignment,226214,38045,4817,FC102,42862,BMW_Kochi_84,Kochi,South,196,3.2
D0399,SVC0001377,VEH446747,2025-01-15,Brake Service,259607,6684,3819,FC106,10503,BMW_Hyderabad_399,Hyderabad,South,176,3.9
D0408,SVC0001378,VEH270387,2025-10-06,Battery Check,116465,9790,1394,NONE,11184,BMW_Chandigarh_408,Chandigarh,North,192,3.9
D0095,SVC0001382,VEH369761,2025-01-12,Engine Repair,33777,34975,14592,FC107,49567,BMW_Bengaluru_95,Bengaluru,South,767,5.0
D0444,SVC0001386,VEH872399,2025-03-08,Battery Check,113570,31912,1543,FC101,33455,BMW_Patna_444,Patna,East,402,3.7
D0434,SVC0001388,VEH929179,2025-04-15,Wheel Alignment,126101,43825,12904,NONE,56729,BMW_Chandigarh_434,Chandigarh,North,608,4.7
D0320,SVC0001400,VEH548479,2025-03-28,AC Repair,32514,35943,11244,FC105,47187,BMW_Surat_320,Surat,West,553,3.6
D0349,SVC0001404,VEH520304,2025-10-28,Oil Change,292237,19815,12276,FC102,32091,BMW_Hyderabad_349,Hyderabad,South,581,4.0
D0410,SVC0001419,VEH445637,2023-09-20,Oil Change,194946,15905,8903,FC102,24808,BMW_Bhubaneswar_410,Bhubaneswar,East,202,3.9
D0062,SVC0001420,VEH416613,2023-03-31,AC Repair,257666,8691,2026,FC103,10717,BMW_Bhubaneswar_62,Bhubaneswar,East,926,3.6
D0089,SVC0001425,VEH374258,2024-12-04,Tire Replacement,42519,39903,547,FC105,40450,BMW_Pune_89,Pune,West,919,4.7
D0296,SVC0001427,VEH477017,2023-01-19,Battery Check,111717,41356,3716,NONE,45072,BMW_Mumbai_296,Mumbai,West,357,3.5
D0288,SVC0001432,VEH223967,2024-11-07,Tire Replacement,252217,49267,1812,FC103,51079,BMW_Kolkata_288,Kolkata,East,346,4.4
D0063,SVC0001438,VEH626930,2026-02-17,Software Update,292846,11484,5537,FC108,17021,BMW_Bengaluru_63,Bengaluru,South,346,4.8
D0225,SVC0001443,VEH223119,2023-05-14,Engine Repair,82661,14853,1003,FC104,15856,BMW_Kochi_225,Kochi,South,165,3.8
D0462,SVC0001446,VEH485397,2026-07-20,Tire Replacement,215491,42740,2296,FC102,45036,BMW_Delhi_462,Delhi,North,435,4.8
D0391,SVC0001456,VEH491774,2025-03-02,Battery Check,155504,13134,10514,FC106,23648,BMW_Chandigarh_391,Chandigarh,North,930,3.8
D0500,SVC0001461,VEH894139,2025-12-23,Software Update,272556,18068,6901,FC105,24969,BMW_Kolkata_500,Kolkata,East,987,4.3
D0485,SVC0001475,VEH568449,2024-08-18,Software Update,158580,40184,4371,FC106,44555,BMW_Bhubaneswar_485,Bhubaneswar,East,883,4.1
D0289,SVC0001478,VEH479358,2024-04-20,Wheel Alignment,254216,23839,3972,FC103,27811,BMW_Jaipur_289,Jaipur,North,828,4.0
D0086,SVC0001481,VEH217659,2023-02-04,Battery Check,75902,33674,13679,FC106,47353,BMW_Surat_86,Surat,West,984,4.5
D0010,SVC0001483,VEH969032,2025-11-27,Tire Replacement,211189,30122,1814,FC105,31936,BMW_Kolkata_10,Kolkata,East,990,3.0
D0005,SVC0001484,VEH674251,2023-12-09,Wheel Alignment,204114,23838,12966,FC103,36804,BMW_Ahmedabad_5,Ahmedabad,West,132,3.1
D0123,SVC0001485,VEH630041,2025-01-31,Brake Service,97346,19426,8339,NONE,27765,BMW_Kochi_123,Kochi,South,618,3.5
D0303,SVC0001492,VEH995993,2024-06-03,Brake Service,9926,18068,9825,FC103,27893,BMW_Mumbai_303,Mumbai,West,332,3.7
D0365,SVC0001494,VEH563303,2026-02-16,Tire Replacement,152764,41548,8960,FC108,50508,BMW_Delhi_365,Delhi,North,234,4.9
D0436,SVC0001496,VEH813341,2025-01-22,Software Update,3053,14322,3814,FC101,18136,BMW_Kochi_436,Kochi,South,721,4.6
D0095,SVC0001509,VEH535604,2026-01-18,Wheel Alignment,106325,28083,6292,FC104,34375,BMW_Bengaluru_95,Bengaluru,South,767,5.0
D0283,SVC0001516,VEH946112,2025-11-12,Engine Repair,68135,24022,5921,FC102,29943,BMW_Kochi_283,Kochi,South,463,4.6
D0023,SVC0001526,VEH706403,2023-02-28,Oil Change,132291,13463,8943,FC107,22406,BMW_Chennai_23,Chennai,South,489,3.6
D0141,SVC0001533,VEH667451,2026-02-05,Engine Repair,77477,48366,3300,FC104,51666,BMW_Hyderabad_141,Hyderabad,South,859,3.9
D0210,SVC0001536,VEH595002,2025-07-13,Battery Check,189143,49340,14985,FC104,64325,BMW_Chennai_210,Chennai,South,567,3.3
D0104,SVC0001540,VEH288724,2024-05-31,Battery Check,98638,20578,11544,FC101,32122,BMW_Delhi_104,Delhi,North,777,4.4
D0171,SVC0001542,VEH242007,2025-09-08,Software Update,219078,27093,11797,FC101,38890,BMW_Mumbai_171,Mumbai,West,139,3.2
D0460,SVC0001543,VEH903028,2023-03-23,AC Repair,51389,34478,3176,FC101,37654,BMW_Pune_460,Pune,West,210,4.3
D0092,SVC0001555,VEH793939,2026-07-18,Battery Check,100590,14212,1993,FC108,16205,BMW_Mumbai_92,Mumbai,West,573,3.5
D0462,SVC0001561,VEH287143,2024-03-20,Oil Change,180271,14685,1006,FC106,15691,BMW_Delhi_462,Delhi,North,435,4.8
D0296,SVC0001562,VEH663356,2025-04-21,Engine Repair,86718,12475,7116,FC103,19591,BMW_Mumbai_296,Mumbai,West,357,3.5
D0267,SVC0001565,VEH233533,2025-06-27,Wheel Alignment,17859,11545,8501,FC102,20046,BMW_Kolkata_267,Kolkata,East,142,3.7
D0346,SVC0001571,VEH123839,2023-03-25,Brake Service,115443,45014,11807,FC104,56821,BMW_Gurugram_346,Gurugram,North,701,4.9
D0399,SVC0001583,VEH583000,2023-12-18,Tire Replacement,79607,36253,13458,FC103,49711,BMW_Hyderabad_399,Hyderabad,South,176,3.9
D0202,SVC0001589,VEH902674,2023-08-09,Oil Change,281253,23273,9355,NONE,32628,BMW_Gurugram_202,Gurugram,North,299,4.4
D0425,SVC0001594,VEH539605,2025-07-06,Engine Repair,54113,49214,5743,NONE,54957,BMW_Ahmedabad_425,Ahmedabad,West,806,3.5
D0063,SVC0001596,VEH903265,2024-10-30,Battery Check,238597,38981,8008,FC102,46989,BMW_Bengaluru_63,Bengaluru,South,346,4.8
D0418,SVC0001606,VEH804667,2025-12-03,Engine Repair,51251,7013,10283,FC108,17296,BMW_Kochi_418,Kochi,South,609,4.8
D0179,SVC0001614,VEH345722,2023-05-15,Engine Repair,292441,43904,10989,FC107,54893,BMW_Kochi_179,Kochi,South,472,3.9
D0455,SVC0001618,VEH913761,2025-02-25,Engine Repair,258404,25102,12190,FC101,37292,BMW_Kolkata_455,Kolkata,East,670,3.7
D0344,SVC0001621,VEH628373,2023-05-09,Software Update,20333,15157,3545,FC103,18702,BMW_Gurugram_344,Gurugram,North,356,3.1
D0491,SVC0001626,VEH704095,2025-07-15,Brake Service,86739,49520,6531,FC101,56051,BMW_Chennai_491,Chennai,South,776,4.7
D0154,SVC0001628,VEH705526,2023-08-31,Wheel Alignment,294691,36127,1579,FC108,37706,BMW_Kolkata_154,Kolkata,East,930,3.4
D0361,SVC0001636,VEH250219,2024-01-01,Brake Service,87592,39465,14864,FC104,54329,BMW_Delhi_361,Delhi,North,573,3.8
D0177,SVC0001637,VEH792282,2024-07-20,Battery Check,75465,7329,14152,FC101,21481,BMW_Patna_177,Patna,East,925,4.1
D0224,SVC0001648,VEH756401,2024-11-17,Tire Replacement,279693,36469,4516,FC108,40985,BMW_Ahmedabad_224,Ahmedabad,West,810,3.3
D0141,SVC0001649,VEH811721,2025-09-11,Wheel Alignment,159587,24263,9463,FC107,33726,BMW_Hyderabad_141,Hyderabad,South,859,3.9
D0478,SVC0001650,VEH547952,2026-02-03,Tire Replacement,235868,30044,8648,FC101,38692,BMW_Jaipur_478,Jaipur,North,467,3.1
D0379,SVC0001653,VEH149161,2025-03-11,AC Repair,42068,8422,8756,FC106,17178,BMW_Mumbai_379,Mumbai,West,891,4.6
D0286,SVC0001663,VEH528090,2024-07-21,Engine Repair,103801,45548,9712,FC108,55260,BMW_Delhi_286,Delhi,North,295,3.2
D0175,SVC0001671,VEH352673,2026-06-05,Brake Service,170317,38114,7130,FC108,45244,BMW_Gurugram_175,Gurugram,North,294,3.5
D0476,SVC0001674,VEH415344,2024-09-03,Battery Check,135603,47263,14618,FC103,61881,BMW_Kochi_476,Kochi,South,975,3.7
D0113,SVC0001675,VEH999197,2024-06-27,Battery Check,188280,38204,4187,FC103,42391,BMW_Chennai_113,Chennai,South,683,3.5
D0222,SVC0001677,VEH251363,2026-01-20,Engine Repair,102306,31061,9720,NONE,40781,BMW_Pune_222,Pune,West,427,4.8
D0435,SVC0001679,VEH585517,2023-05-16,Battery Check,47815,31728,1969,FC103,33697,BMW_Patna_435,Patna,East,393,4.6
D0162,SVC0001693,VEH182911,2025-11-12,Wheel Alignment,163251,44854,935,NONE,45789,BMW_Patna_162,Patna,East,571,3.7
D0476,SVC0001698,VEH661654,2023-02-26,Battery Check,123367,44821,2217,FC103,47038,BMW_Kochi_476,Kochi,South,975,3.7
D0472,SVC0001708,VEH141468,2023-02-11,Engine Repair,233485,36987,1770,FC104,38757,BMW_Hyderabad_472,Hyderabad,South,524,4.3
D0239,SVC0001715,VEH804066,2023-09-21,Engine Repair,23222,41719,6397,FC102,48116,BMW_Bhubaneswar_239,Bhubaneswar,East,578,4.8
D0092,SVC0001720,VEH449138,2026-01-11,Oil Change,35658,27315,9956,NONE,37271,BMW_Mumbai_92,Mumbai,West,573,3.5
D0264,SVC0001722,VEH116078,2023-07-30,Software Update,209340,20548,8723,FC105,29271,BMW_Chennai_264,Chennai,South,813,4.5
D0288,SVC0001728,VEH890973,2026-06-12,Battery Check,247646,15546,12956,FC107,28502,BMW_Kolkata_288,Kolkata,East,346,4.4
D0120,SVC0001729,VEH602184,2025-07-02,Tire Replacement,130581,8798,5401,FC105,14199,BMW_Pune_120,Pune,West,869,4.9
D0491,SVC0001731,VEH829417,2025-10-28,Software Update,123572,9080,5852,FC105,14932,BMW_Chennai_491,Chennai,South,776,4.7
D0223,SVC0001739,VEH913185,2023-09-02,Tire Replacement,288216,13878,9582,FC102,23460,BMW_Chennai_223,Chennai,South,241,3.3
D0432,SVC0001741,VEH499152,2024-02-19,Battery Check,48670,17039,5540,FC103,22579,BMW_Gurugram_432,Gurugram,North,985,4.4
D0466,SVC0001742,VEH588899,2023-08-27,Brake Service,235122,21468,6013,FC105,27481,BMW_Hyderabad_466,Hyderabad,South,146,4.9
D0151,SVC0001747,VEH374267,2023-04-14,Software Update,51280,36777,8167,FC101,44944,BMW_Delhi_151,Delhi,North,995,3.8
D0036,SVC0001753,VEH941814,2025-03-18,Wheel Alignment,280116,33636,3645,FC103,37281,BMW_Pune_36,Pune,West,317,4.3
D0234,SVC0001763,VEH147936,2024-07-28,Battery Check,96089,44849,12037,NONE,56886,BMW_Chandigarh_234,Chandigarh,North,659,4.6
D0222,SVC0001774,VEH537862,2026-03-06,Battery Check,233701,23078,8266,FC105,31344,BMW_Pune_222,Pune,West,427,4.8
D0226,SVC0001776,VEH259814,2024-07-31,Software Update,47520,30496,3601,FC108,34097,BMW_Pune_226,Pune,West,655,3.9
D0053,SVC0001777,VEH305721,2026-07-22,Wheel Alignment,57400,47013,391,FC105,47404,BMW_Bengaluru_53,Bengaluru,South,839,4.8
D0215,SVC0001790,VEH900441,2025-01-12,AC Repair,116300,19304,3047,NONE,22351,BMW_Patna_215,Patna,East,661,3.9
D0009,SVC0001798,VEH276405,2025-08-15,Tire Replacement,111245,1469,5547,NONE,7016,BMW_Kochi_9,Kochi,South,559,4.2
D0237,SVC0001801,VEH469283,2025-07-13,Wheel Alignment,49862,36061,7782,FC101,43843,BMW_Ahmedabad_237,Ahmedabad,West,444,4.3
D0278,SVC0001806,VEH612036,2025-04-17,Brake Service,256241,24711,9014,FC106,33725,BMW_Kochi_278,Kochi,South,950,4.9
D0004,SVC0001809,VEH772985,2023-06-06,Battery Check,229420,5241,621,FC102,5862,BMW_Patna_4,Patna,East,658,3.2
D0029,SVC0001812,VEH135466,2024-03-11,Wheel Alignment,45673,2314,2166,FC108,4480,BMW_Hyderabad_29,Hyderabad,South,573,3.8
D0128,SVC0001820,VEH106693,2024-02-22,Tire Replacement,141558,3924,2600,FC103,6524,BMW_Kolkata_128,Kolkata,East,769,4.1
D0076,SVC0001832,VEH578160,2026-02-25,Oil Change,263809,29456,11535,FC107,40991,BMW_Gurugram_76,Gurugram,North,325,3.0
D0098,SVC0001844,VEH658065,2026-04-06,Software Update,212654,32882,4592,FC105,37474,BMW_Hyderabad_98,Hyderabad,South,516,4.0
D0237,SVC0001846,VEH531319,2026-03-16,Engine Repair,237476,43318,8168,FC103,51486,BMW_Ahmedabad_237,Ahmedabad,West,444,4.3
D0455,SVC0001848,VEH117538,2023-07-10,AC Repair,199489,8679,11819,FC104,20498,BMW_Kolkata_455,Kolkata,East,670,3.7
D0190,SVC0001855,VEH626611,2025-12-23,Engine Repair,248310,10000,11010,FC101,21010,BMW_Kolkata_190,Kolkata,East,693,4.2
D0122,SVC0001856,VEH952657,2023-12-01,Oil Change,34336,6516,11963,FC103,18479,BMW_Gurugram_122,Gurugram,North,202,3.1
D0152,SVC0001883,VEH336828,2023-11-11,Tire Replacement,178865,4654,11585,FC106,16239,BMW_Gurugram_152,Gurugram,North,867,3.3
D0246,SVC0001884,VEH414546,2024-05-31,Tire Replacement,266789,31450,13931,FC104,45381,BMW_Kolkata_246,Kolkata,East,1000,3.8
D0069,SVC0001886,VEH968286,2024-03-24,Brake Service,193767,5859,1251,FC103,7110,BMW_Gurugram_69,Gurugram,North,533,4.9
D0312,SVC0001887,VEH989053,2025-08-02,Software Update,62358,4735,8865,FC103,13600,BMW_Surat_312,Surat,West,216,4.6
D0036,SVC0001890,VEH999908,2026-06-02,Battery Check,291442,45814,2042,FC106,47856,BMW_Pune_36,Pune,West,317,4.3
D0491,SVC0001900,VEH158840,2025-10-11,Battery Check,246840,34223,11083,FC104,45306,BMW_Chennai_491,Chennai,South,776,4.7
D0017,SVC0001908,VEH554987,2023-04-15,Oil Change,138111,32057,14382,FC108,46439,BMW_Chennai_17,Chennai,South,487,3.2
D0498,SVC0001919,VEH825916,2025-07-16,Wheel Alignment,69288,32380,7377,FC102,39757,BMW_Gurugram_498,Gurugram,North,211,3.9
D0108,SVC0001921,VEH598598,2024-06-06,Tire Replacement,153213,42225,11803,FC108,54028,BMW_Bengaluru_108,Bengaluru,South,698,4.0
D0081,SVC0001948,VEH694223,2026-07-15,Oil Change,151207,48861,5082,FC107,53943,BMW_Hyderabad_81,Hyderabad,South,840,4.9
D0485,SVC0001950,VEH990704,2023-10-12,AC Repair,198228,41236,7087,FC106,48323,BMW_Bhubaneswar_485,Bhubaneswar,East,883,4.1
D0374,SVC0001951,VEH508060,2024-04-28,Battery Check,188455,42402,13308,FC102,55710,BMW_Chandigarh_374,Chandigarh,North,379,3.8
D0025,SVC0001955,VEH502491,2025-11-27,Wheel Alignment,94348,21257,10610,NONE,31867,BMW_Pune_25,Pune,West,463,3.4
D0268,SVC0001958,VEH246748,2025-10-28,Brake Service,174931,26964,4810,FC108,31774,BMW_Ahmedabad_268,Ahmedabad,West,777,3.7
D0047,SVC0001965,VEH462659,2024-12-06,Wheel Alignment,211034,2997,6853,FC103,9850,BMW_Surat_47,Surat,West,641,3.5
D0103,SVC0001998,VEH748665,2023-10-18,Tire Replacement,173247,5040,13356,NONE,18396,BMW_Chandigarh_103,Chandigarh,North,848,5.0
D0273,SVC0001999,VEH409727,2025-07-30,Battery Check,269171,47591,14803,FC103,62394,BMW_Hyderabad_273,Hyderabad,South,545,3.4
D0014,SVC0002000,VEH936821,2026-07-21,Engine Repair,226732,47188,6899,FC103,54087,BMW_Ahmedabad_14,Ahmedabad,West,199,3.7
D0159,SVC0002001,VEH358421,2024-08-23,Software Update,234937,39786,1661,FC102,41447,BMW_Hyderabad_159,Hyderabad,South,906,4.4
D0098,SVC0002007,VEH498458,2025-07-02,Wheel Alignment,297222,18345,12923,NONE,31268,BMW_Hyderabad_98,Hyderabad,South,516,4.0
D0471,SVC0002014,VEH432061,2023-01-09,Battery Check,243711,2487,6418,FC102,8905,BMW_Ahmedabad_471,Ahmedabad,West,701,4.5
D0015,SVC0002017,VEH195966,2025-03-17,Oil Change,174204,26983,11493,NONE,38476,BMW_Pune_15,Pune,West,718,3.5
D0409,SVC0002023,VEH382870,2023-09-21,Wheel Alignment,157195,14951,14018,FC108,28969,BMW_Chennai_409,Chennai,South,878,4.3
D0108,SVC0002030,VEH684041,2023-10-02,Engine Repair,271839,27159,6404,FC107,33563,BMW_Bengaluru_108,Bengaluru,South,698,4.0
D0170,SVC0002035,VEH127537,2023-10-17,AC Repair,171333,40976,5076,FC101,46052,BMW_Mumbai_170,Mumbai,West,282,4.2
D0247,SVC0002039,VEH197584,2025-10-19,Oil Change,37814,17218,4318,FC106,21536,BMW_Kolkata_247,Kolkata,East,951,3.8
D0141,SVC0002041,VEH727094,2024-04-14,Oil Change,281459,17731,3914,FC106,21645,BMW_Hyderabad_141,Hyderabad,South,859,3.9
D0500,SVC0002049,VEH917018,2023-08-13,Brake Service,194450,15437,8758,FC103,24195,BMW_Kolkata_500,Kolkata,East,987,4.3
D0477,SVC0002053,VEH354533,2024-02-18,Software Update,119529,9637,12236,FC106,21873,BMW_Jaipur_477,Jaipur,North,476,4.1
D0185,SVC0002057,VEH818605,2025-12-02,Tire Replacement,216622,46670,5841,FC102,52511,BMW_Kochi_185,Kochi,South,530,4.3
