service_id,vehicle_id,dealer_id,service_date,service_type,odometer,parts_cost,labour_cost,failure_code,repair_cost
SVC0001606,VEH804667,D0418,2025-12-03,Engine Repair,51251,7013,10283,FC108,17296
SVC0001614,VEH345722,D0179,2023-05-15,Engine Repair,292441,43904,10989,FC107,54893
SVC0001618,VEH913761,D0455,2025-02-25,Engine Repair,258404,25102,12190,FC101,37292
SVC0001621,VEH628373,D0344,2023-05-09,Software Update,20333,15157,3545,FC103,18702
SVC0001626,VEH704095,D0491,2025-07-15,Brake Service,86739,49520,6531,FC101,56051
SVC0001628,VEH705526,D0154,2023-08-31,Wheel Alignment,294691,36127,1579,FC108,37706
SVC0001636,VEH250219,D0361,2024-01-01,Brake Service,87592,39465,14864,FC104,54329
SVC0001637,VEH792282,D0177,2024-07-20,Battery Check,75465,7329,14152,FC101,21481
SVC0001648,VEH756401,D0224,2024-11-17,Tire Replacement,279693,36469,4516,FC108,40985
SVC0001649,VEH811721,D0141,2025-09-11,Wheel Alignment,159587,24263,9463,FC107,33726
SVC0001650,VEH547952,D0478,2026-02-03,Tire Replacement,235868,30044,8648,FC101,38692
SVC0001653,VEH149161,D0379,2025-03-11,AC Repair,42068,8422,8756,FC106,17178
SVC0001663,VEH528090,D0286,2024-07-21,Engine Repair,103801,45548,9712,FC108,55260
SVC0001671,VEH352673,D0175,2026-06-05,Brake Service,170317,38114,7130,FC108,45244
SVC0001674,VEH415344,D0476,2024-09-03,Battery Check,135603,47263,14618,FC103,61881
SVC0001675,VEH999197,D0113,2024-06-27,Battery Check,188280,38204,4187,FC103,42391
SVC0001677,VEH251363,D0222,2026-01-20,Engine Repair,102306,31061,9720,NONE,40781
SVC0001679,VEH585517,D0435,2023-05-16,Battery Check,47815,31728,1969,FC103,33697
SVC0001693,VEH182911,D0162,2025-11-12,Wheel Alignment,163251,44854,935,NONE,45789
SVC0001698,VEH661654,D0476,2023-02-26,Battery Check,123367,44821,2217,FC103,47038
SVC0001708,VEH141468,D0472,2023-02-11,Engine Repair,233485,36987,1770,FC104,38757
SVC0001715,VEH804066,D0239,2023-09-21,Engine Repair,23222,41719,6397,FC102,48116
SVC0001720,VEH449138,D0092,2026-01-11,Oil Change,35658,27315,9956,NONE,37271
SVC0001722,VEH116078,D0264,2023-07-30,Software Update,209340,20548,8723,FC105,29271
SVC0001728,VEH890973,D0288,2026-06-12,Battery Check,247646,15546,12956,FC107,28502
SVC0001729,VEH602184,D0120,2025-07-02,Tire Replacement,130581,8798,5401,FC105,14199
SVC0001731,VEH829417,D0491,2025-10-28,Software Update,123572,9080,5852,FC105,14932
SVC0001739,VEH913185,D0223,2023-09-02,Tire Replacement,288216,13878,9582,FC102,23460
SVC0001741,VEH499152,D0432,2024-02-19,Battery Check,48670,17039,5540,FC103,22579
SVC0001742,VEH588899,D0466,2023-08-27,Brake Service,235122,21468,6013,FC105,27481
SVC0001747,VEH374267,D0151,2023-04-14,Software Update,51280,36777,8167,FC101,44944
SVC0001753,VEH941814,D0036,2025-03-18,Wheel Alignment,280116,33636,3645,FC103,37281
SVC0001763,VEH147936,D0234,2024-07-28,Battery Check,96089,44849,12037,NONE,56886
SVC0001774,VEH537862,D0222,2026-03-06,Battery Check,233701,23078,8266,FC105,31344
SVC0001776,VEH259814,D0226,2024-07-31,Software Update,47520,30496,3601,FC108,34097
SVC0001777,VEH305721,D0053,2026-07-22,Wheel Alignment,57400,47013,391,FC105,47404
SVC0001790,VEH900441,D0215,2025-01-12,AC Repair,116300,19304,3047,NONE,22351
SVC0001798,VEH276405,D0009,2025-08-15,Tire Replacement,111245,1469,5547,NONE,7016
SVC0001801,VEH469283,D0237,2025-07-13,Wheel Alignment,49862,36061,7782,FC101,43843
SVC0001806,VEH612036,D0278,2025-04-17,Brake Service,256241,24711,9014,FC106,33725
SVC0001809,VEH772985,D0004,2023-06-06,Battery Check,229420,5241,621,FC102,5862
SVC0001812,VEH135466,D0029,2024-03-11,Wheel Alignment,45673,2314,2166,FC108,4480
SVC0001820,VEH106693,D0128,2024-02-22,Tire Replacement,141558,3924,2600,FC103,6524
SVC0001832,VEH578160,D0076,2026-02-25,Oil Change,263809,29456,11535,FC107,40991
SVC0001844,VEH658065,D0098,2026-04-06,Software Update,212654,32882,4592,FC105,37474
SVC0001846,VEH531319,D0237,2026-03-16,Engine Repair,237476,43318,8168,FC103,51486
SVC0001848,VEH117538,D0455,2023-07-10,AC Repair,199489,8679,11819,FC104,20498
SVC0001855,VEH626611,D0190,2025-12-23,Engine Repair,248310,10000,11010,FC101,21010
SVC0001856,VEH952657,D0122,2023-12-01,Oil Change,34336,6516,11963,FC103,18479
SVC0001883,VEH336828,D0152,2023-11-11,Tire Replacement,178865,4654,11585,FC106,16239
SVC0001884,VEH414546,D0246,2024-05-31,Tire Replacement,266789,31450,13931,FC104,45381
SVC0001886,VEH968286,D0069,2024-03-24,Brake Service,193767,5859,1251,FC103,7110
SVC0001887,VEH989053,D0312,2025-08-02,Software Update,62358,4735,8865,FC103,13600
SVC0001890,VEH999908,D0036,2026-06-02,Battery Check,291442,45814,2042,FC106,47856
SVC0001900,VEH158840,D0491,2025-10-11,Battery Check,246840,34223,11083,FC104,45306
SVC0001908,VEH554987,D0017,2023-04-15,Oil Change,138111,32057,14382,FC108,46439
SVC0001919,VEH825916,D0498,2025-07-16,Wheel Alignment,69288,32380,7377,FC102,39757
SVC0001921,VEH598598,D0108,2024-06-06,Tire Replacement,153213,42225,11803,FC108,54028
SVC0001948,VEH694223,D0081,2026-07-15,Oil Change,151207,48861,5082,FC107,53943
SVC0001950,VEH990704,D0485,2023-10-12,AC Repair,198228,41236,7087,FC106,48323
SVC0001951,VEH508060,D0374,2024-04-28,Battery Check,188455,42402,13308,FC102,55710
SVC0001955,VEH502491,D0025,2025-11-27,Wheel Alignment,94348,21257,10610,NONE,31867
SVC0001958,VEH246748,D0268,2025-10-28,Brake Service,174931,26964,4810,FC108,31774
SVC0001965,VEH462659,D0047,2024-12-06,Wheel Alignment,211034,2997,6853,FC103,9850
SVC0001998,VEH748665,D0103,2023-10-18,Tire Replacement,173247,5040,13356,NONE,18396
SVC0001999,VEH409727,D0273,2025-07-30,Battery Check,269171,47591,14803,FC103,62394
SVC0002000,VEH936821,D0014,2026-07-21,Engine Repair,226732,47188,6899,FC103,54087
SVC0002001,VEH358421,D0159,2024-08-23,Software Update,234937,39786,1661,FC102,41447
SVC0002007,VEH498458,D0098,2025-07-02,Wheel Alignment,297222,18345,12923,NONE,31268
SVC0002014,VEH432061,D0471,2023-01-09,Battery Check,243711,2487,6418,FC102,8905
SVC0002017,VEH195966,D0015,2025-03-17,Oil Change,174204,26983,11493,NONE,38476
SVC0002023,VEH382870,D0409,2023-09-21,Wheel Alignment,157195,14951,14018,FC108,28969
SVC0002030,VEH684041,D0108,2023-10-02,Engine Repair,271839,27159,6404,FC107,33563
SVC0002035,VEH127537,D0170,2023-10-17,AC Repair,171333,40976,5076,FC101,46052
SVC0002039,VEH197584,D0247,2025-10-19,Oil Change,37814,17218,4318,FC106,21536
SVC0002041,VEH727094,D0141,2024-04-14,Oil Change,281459,17731,3914,FC106,21645
SVC0002049,VEH917018,D0500,2023-08-13,Brake Service,194450,15437,8758,FC103,24195
SVC0002053,VEH354533,D0477,2024-02-18,Software Update,119529,9637,12236,FC106,21873
SVC0002057,VEH818605,D0185,2025-12-02,Tire Replacement,216622,46670,5841,FC102,52511
SVC0002061,VEH381981,D0239,2025-01-16,Tire Replacement,254749,39875,6201,FC106,46076
SVC0002063,VEH381444,D0266,2023-05-22,Brake Service,223579,40948,13373,FC103,54321
SVC0002069,VEH389366,D0065,2024-05-26,Engine Repair,247790,39686,12695,FC106,52381
SVC0002075,VEH478666,D0376,2025-12-20,Software Update,117227,36057,1726,FC106,37783
SVC0002076,VEH363926,D0158,2023-10-17,Oil Change,237027,5463,1627,FC105,7090
SVC0002078,VEH855917,D0324,2024-11-09,Battery Check,70415,19272,14650,FC107,33922
SVC0002081,VEH722651,D0293,2026-05-29,Engine Repair,142471,27892,2042,NONE,29934
SVC0002083,VEH305047,D0432,2025-10-17,Software Update,76149,5790,2846,FC107,8636
SVC0002086,VEH242071,D0494,2024-03-19,Oil Change,55399,19798,11661,FC101,31459
SVC0002088,VEH107096,D0073,2026-03-09,Software Update,295489,16919,8224,FC105,25143
SVC0002111,VEH286266,D0153,2024-07-30,Battery Check,183904,15456,1544,NONE,17000
SVC0002116,VEH828716,D0072,2024-10-23,Engine Repair,186133,36072,10697,NONE,46769
SVC0002122,VEH441716,D0243,2024-02-17,Engine Repair,125021,36329,9199,FC101,45528
SVC0002123,VEH494322,D0493,2025-05-12,Oil Change,30853,4970,12035,NONE,17005
SVC0002139,VEH862538,D0215,2026-02-02,Wheel Alignment,229807,19826,8682,FC105,28508
SVC0002150,VEH988970,D0178,2024-07-19,Battery Check,249901,27372,13263,FC102,40635
SVC0002152,VEH933665,D0062,2024-09-14,Tire Replacement,140921,27622,8153,FC108,35775
SVC0002155,VEH623557,D0003,2026-05-27,Oil Change,126118,21700,14555,NONE,36255
SVC0002158,VEH417543,D0486,2025-10-13,Engine Repair,188225,7757,12892,FC108,20649
SVC0002164,VEH543681,D0329,2024-03-01,Wheel Alignment,47126,18524,8774,FC108,27298
SVC0002176,VEH538620,D0137,2025-09-02,Brake Service,41138,15004,8419,FC107,23423
SVC0002177,VEH670053,D0195,2023-09-04,AC Repair,137842,15582,12882,FC105,28464
SVC0002181,VEH835716,D0170,2026-04-26,Software Update,98812,28697,5415,FC107,34112
SVC0002190,VEH789545,D0472,2023-05-04,Tire Replacement,131010,39786,1662,FC108,41448
SVC0002191,VEH796982,D0124,2026-04-02,Tire Replacement,270420,11465,1813,FC107,13278
SVC0002197,VEH690579,D0176,2024-04-27,Oil Change,78458,25920,4439,FC107,30359
SVC0002201,VEH519029,D0037,2026-05-16,Wheel Alignment,58490,2902,10827,NONE,13729
SVC0002202,VEH889245,D0316,2025-09-19,Oil Change,32497,20973,14020,FC101,34993
SVC0002214,VEH685098,D0349,2023-03-13,Tire Replacement,68404,21036,8903,FC107,29939
SVC0002215,VEH708717,D0115,2023-06-06,Oil Change,76155,16741,10675,FC106,27416
SVC0002218,VEH331768,D0056,2024-07-05,Battery Check,163418,30207,2368,FC108,32575
SVC0002219,VEH567432,D0040,2026-02-09,Oil Change,288491,2720,8701,FC102,11421
SVC0002223,VEH909859,D0461,2026-02-14,Battery Check,175121,48664,11788,FC101,60452
SVC0002229,VEH461724,D0336,2026-05-31,Battery Check,162475,49058,14949,FC106,64007
SVC0002238,VEH865618,D0363,2026-05-13,Brake Service,280424,49265,7468,FC105,56733
SVC0002242,VEH459731,D0170,2023-02-17,AC Repair,154965,43203,1200,FC104,44403
SVC0002244,VEH922366,D0191,2024-09-06,Wheel Alignment,236769,4722,10789,FC102,15511
SVC0002251,VEH559450,D0045,2024-11-02,AC Repair,91849,4615,7369,FC105,11984
SVC0002261,VEH220675,D0437,2024-11-07,Software Update,241785,31922,3279,FC104,35201
SVC0002265,VEH779445,D0082,2025-08-02,Software Update,28119,25891,2753,FC103,28644
SVC0002270,VEH876459,D0477,2025-01-11,Engine Repair,61431,2532,3830,FC108,6362
SVC0002274,VEH678719,D0224,2023-07-22,Battery Check,273564,6591,6557,NONE,13148
SVC0002280,VEH343118,D0017,2024-05-16,Tire Replacement,135352,25858,4186,FC107,30044
SVC0002284,VEH293411,D0188,2023-07-16,Brake Service,226368,32244,14890,FC102,47134
SVC0002286,VEH771590,D0344,2025-09-16,Wheel Alignment,249102,31636,12908,NONE,44544
SVC0002292,VEH743937,D0414,2025-12-10,Engine Repair,30803,6869,5777,FC103,12646
SVC0002293,VEH306909,D0455,2024-09-29,Engine Repair,189055,9322,9171,FC104,18493
SVC0002298,VEH104666,D0319,2024-03-10,Wheel Alignment,230122,13848,9343,FC107,23191
SVC0002301,VEH315780,D0335,2025-01-12,Brake Service,222072,46798,4774,FC105,51572
SVC0002312,VEH296041,D0219,2025-11-30,Engine Repair,252336,43981,651,FC101,44632
SVC0002317,VEH219490,D0401,2023-01-04,Software Update,52412,19750,12440,NONE,32190
SVC0002323,VEH428628,D0120,2026-02-04,Wheel Alignment,115034,1854,11667,FC108,13521
SVC0002326,VEH741003,D0270,2026-02-03,Software Update,282172,11741,13199,FC101,24940
SVC0002331,VEH469082,D0164,2025-09-29,Oil Change,111822,19048,6802,FC101,25850
SVC0002335,VEH280908,D0381,2026-01-24,Oil Change,235526,44015,10637,FC107,54652
SVC0002338,VEH840282,D0029,2026-07-22,Software Update,276206,6736,11001,FC104,17737
SVC0002342,VEH718836,D0367,2024-11-29,Engine Repair,148462,36443,12833,FC108,49276
SVC0002349,VEH420214,D0026,2024-10-10,Oil Change,99081,5754,8394,FC103,14148
SVC0002352,VEH491439,D0226,2023-07-25,Tire Replacement,91120,26036,11303,FC104,37339
SVC0002357,VEH538555,D0397,2024-02-23,Wheel Alignment,178282,27654,11483,FC102,39137
SVC0002366,VEH663483,D0288,2025-05-10,Oil Change,11742,43584,5454,FC104,49038
SVC0002370,VEH681868,D0084,2026-06-15,Wheel Alignment,81265,42679,5498,FC103,48177
SVC0002378,VEH572908,D0440,2023-06-18,Oil Change,240531,24962,13945,NONE,38907
SVC0002386,VEH954815,D0084,2025-11-12,Oil Change,193542,11041,7152,FC103,18193
SVC0002392,VEH529008,D0257,2023-11-11,Brake Service,41160,45231,7330,FC104,52561
SVC0002425,VEH219754,D0349,2023-11-01,Battery Check,14641,24668,5370,FC102,30038
SVC0002432,VEH962570,D0387,2026-07-24,Engine Repair,38795,43830,7885,FC101,51715
SVC0002443,VEH970392,D0340,2026-02-23,Engine Repair,254124,39550,2873,FC102,42423
SVC0002447,VEH412170,D0432,2023-10-18,Brake Service,207126,41808,9148,FC107,50956
SVC0002462,VEH716482,D0478,2024-07-12,Tire Replacement,108639,31239,14390,FC101,45629
SVC0002467,VEH763508,D0095,2023-04-15,Engine Repair,25379,25369,5285,FC102,30654
SVC0002469,VEH274044,D0032,2026-04-21,Engine Repair,173703,10320,10114,FC104,20434
SVC0002475,VEH316995,D0425,2025-08-03,Battery Check,64058,45267,3967,FC101,49234
SVC0002476,VEH944565,D0392,2023-08-28,Brake Service,49947,27038,6696,FC106,33734
SVC0002483,VEH664939,D0076,2023-09-10,AC Repair,134491,11102,2941,FC101,14043
SVC0002484,VEH276556,D0377,2023-06-20,Battery Check,254050,49514,14689,NONE,64203
SVC0002505,VEH239136,D0417,2023-03-27,Brake Service,121421,19026,12133,FC105,31159
SVC0002509,VEH437742,D0406,2026-04-21,Wheel Alignment,158696,40329,3382,FC107,43711
SVC0002511,VEH359579,D0194,2024-05-19,Oil Change,286716,20348,11565,FC101,31913
SVC0002537,VEH611751,D0370,2024-10-13,Software Update,252238,38251,4603,FC106,42854
SVC0002541,VEH911739,D0178,2026-03-05,Engine Repair,4574,15947,8778,FC107,24725
SVC0002556,VEH328411,D0022,2024-01-14,Battery Check,272527,8283,300,FC108,8583
SVC0002561,VEH381581,D0297,2023-04-25,Brake Service,210704,39585,13003,FC105,52588
SVC0002565,VEH454161,D0459,2024-01-31,Brake Service,282969,39611,4703,NONE,44314
SVC0002569,VEH693643,D0012,2023-01-28,Battery Check,188373,41159,2290,FC106,43449
SVC0002574,VEH815707,D0122,2024-01-31,AC Repair,93598,1691,8170,FC101,9861
SVC0002576,VEH150760,D0055,2025-05-13,AC Repair,133324,14954,11826,FC108,26780
SVC0002578,VEH204411,D0356,2025-02-11,Battery Check,157722,34658,3228,FC103,37886
SVC0002579,VEH756596,D0173,2024-07-07,Battery Check,124804,14895,4993,FC101,19888
SVC0002589,VEH100708,D0454,2023-07-25,Engine Repair,174523,4359,13962,FC102,18321
SVC0002590,VEH548580,D0402,2026-01-21,Brake Service,228414,4063,3193,FC102,7256
SVC0002593,VEH238320,D0037,2025-07-11,Software Update,184843,2824,12213,FC103,15037
SVC0002599,VEH786385,D0412,2025-07-13,Wheel Alignment,34263,40734,9780,FC102,50514
SVC0002603,VEH489906,D0445,2025-06-06,Software Update,206065,32657,4994,FC102,37651
SVC0002607,VEH154302,D0207,2023-04-30,Engine Repair,8976,36409,10355,FC101,46764
SVC0002610,VEH420349,D0332,2023-03-11,Brake Service,172740,7939,6669,FC101,14608
SVC0002615,VEH550081,D0442,2023-02-12,Engine Repair,86360,5627,9066,FC101,14693
SVC0002616,VEH787326,D0445,2025-08-26,Battery Check,200189,21586,5804,FC105,27390
SVC0002621,VEH323788,D0220,2025-03-10,Brake Service,114738,37642,9496,FC107,47138
SVC0002622,VEH599968,D0364,2025-12-19,Tire Replacement,267715,39099,3738,FC106,42837
SVC0002626,VEH337178,D0152,2024-10-21,Battery Check,194456,24568,1318,FC103,25886
SVC0002629,VEH566686,D0435,2026-01-03,Oil Change,275366,1941,6314,FC107,8255
SVC0002630,VEH109738,D0096,2023-02-13,Tire Replacement,266632,43621,4186,FC103,47807
SVC0002631,VEH108454,D0105,2023-01-20,AC Repair,290537,30383,711,FC103,31094
SVC0002636,VEH542828,D0228,2025-05-28,Engine Repair,239275,27507,11031,NONE,38538
SVC0002640,VEH174268,D0420,2025-12-02,Battery Check,22265,3677,14367,FC108,18044
SVC0002648,VEH428572,D0125,2025-06-17,AC Repair,253689,42282,10729,FC104,53011
SVC0002649,VEH485416,D0268,2024-09-01,Oil Change,128982,16635,11391,FC101,28026
SVC0002655,VEH889743,D0399,2024-04-30,Engine Repair,253981,9399,5073,FC107,14472
SVC0002657,VEH772741,D0355,2024-06-20,Tire Replacement,6230,13429,2962,FC103,16391
SVC0002668,VEH468247,D0002,2024-12-05,Oil Change,59220,5772,11094,FC101,16866
SVC0002672,VEH884616,D0422,2023-08-09,Wheel Alignment,16397,19739,849,FC106,20588
SVC0002673,VEH258727,D0493,2024-04-12,Tire Replacement,90030,36108,5481,FC108,41589
SVC0002677,VEH563873,D0381,2024-07-26,AC Repair,224978,27016,12782,FC103,39798
SVC0002680,VEH205345,D0231,2023-06-12,Oil Change,216914,45978,768,FC102,46746
SVC0002682,VEH888996,D0084,2024-11-21,Wheel Alignment,52997,47594,3956,FC103,51550
SVC0002683,VEH229139,D0130,2024-01-05,Wheel Alignment,215513,43006,5241,FC107,48247
SVC0002685,VEH865470,D0326,2026-06-18,Battery Check,6917,8391,4628,NONE,13019
SVC0002688,VEH550246,D0345,2025-08-02,Brake Service,68041,32504,9229,FC103,41733
SVC0002692,VEH359822,D0229,2024-01-25,Software Update,32718,46494,11773,NONE,58267
SVC0002694,VEH775933,D0449,2025-12-28,AC Repair,282277,20739,3885,FC108,24624
SVC0002703,VEH916808,D0395,2024-02-24,Brake Service,22116,18878,5697,FC103,24575
SVC0002704,VEH824016,D0010,2023-08-02,AC Repair,131902,9844,7283,FC101,17127
SVC0002707,VEH988217,D0270,2026-07-05,AC Repair,22560,2477,4499,FC102,6976
SVC0002715,VEH884170,D0257,2025-08-02,Tire Replacement,254646,3265,7447,FC108,10712
SVC0002717,VEH409898,D0276,2026-03-31,Engine Repair,14606,34918,9935,FC102,44853
SVC0002726,VEH352792,D0284,2023-10-16,Tire Replacement,200280,4871,6622,NONE,11493
SVC0002736,VEH505629,D0120,2026-07-21,AC Repair,131023,36819,8822,FC105,45641
SVC0002750,VEH170813,D0457,2023-02-23,Engine Repair,99934,16593,9534,FC107,26127
SVC0002753,VEH326222,D0282,2025-01-27,Oil Change,15952,24069,1355,FC107,25424
SVC0002762,VEH625387,D0325,2024-06-23,Software Update,277722,4600,3828,NONE,8428
SVC0002763,VEH904373,D0161,2023-02-22,Brake Service,15750,42794,9915,FC104,52709
SVC0002770,VEH662628,D0181,2023-12-22,Brake Service,52483,19832,14800,FC105,34632
SVC0002776,VEH424960,D0482,2025-07-06,Engine Repair,269541,49162,6054,NONE,55216
SVC0002782,VEH662445,D0223,2025-06-20,Engine Repair,240224,8303,13250,FC102,21553
SVC0002789,VEH781406,D0294,2024-02-03,Brake Service,75738,39764,4772,FC106,44536
SVC0002794,VEH832614,D0301,2024-11-06,Engine Repair,51871,7898,2940,FC101,10838
SVC0002795,VEH558737,D0308,2023-09-12,Brake Service,110997,17931,6449,FC105,24380
SVC0002797,VEH987586,D0434,2025-05-25,Oil Change,114094,45358,3094,FC108,48452
SVC0002803,VEH221620,D0341,2025-02-02,Software Update,61889,45935,10896,FC105,56831
SVC0002804,VEH575394,D0129,2024-10-12,AC Repair,250266,49043,12605,FC108,61648
SVC0002808,VEH424314,D0358,2023-06-18,Software Update,254973,18589,12753,FC105,31342
SVC0002818,VEH835575,D0427,2023-04-17,AC Repair,236033,10239,3311,FC103,13550
SVC0002822,VEH463546,D0466,2024-10-24,Wheel Alignment,215526,4632,13207,FC106,17839
SVC0002824,VEH642347,D0026,2023-01-22,Engine Repair,281949,39707,10487,FC102,50194
SVC0002826,VEH962460,D0303,2024-06-09,Brake Service,27127,25836,10599,FC102,36435
SVC0002839,VEH451284,D0464,2023-10-23,Wheel Alignment,148929,49942,8698,FC104,58640
SVC0002850,VEH620248,D0192,2025-01-17,Brake Service,156261,32922,6883,FC106,39805
SVC0002870,VEH102693,D0132,2025-07-07,Battery Check,148358,18259,13357,NONE,31616
SVC0002872,VEH112884,D0019,2024-06-18,AC Repair,243052,31284,8600,FC101,39884
SVC0002879,VEH287654,D0339,2023-08-10,Tire Replacement,165224,21308,3890,FC104,25198
SVC0002892,VEH855276,D0143,2023-05-26,AC Repair,256301,22419,1812,FC105,24231
SVC0002896,VEH181670,D0093,2024-02-08,Tire Replacement,119432,35435,3546,FC108,38981
SVC0002901,VEH806033,D0497,2025-04-18,Oil Change,48856,41806,11717,FC107,53523
SVC0002903,VEH288056,D0428,2025-11-04,Brake Service,237332,47909,8519,FC105,56428
SVC0002911,VEH396020,D0330,2023-02-14,Battery Check,202575,42297,12037,FC101,54334
SVC0002913,VEH985885,D0430,2023-05-19,Oil Change,145937,44359,13994,FC108,58353
SVC0002917,VEH679958,D0282,2024-12-28,Engine Repair,21004,13507,2167,FC103,15674
SVC0002927,VEH752966,D0012,2023-08-27,Brake Service,33574,7999,9026,FC104,17025
SVC0002931,VEH720432,D0293,2025-05-08,Engine Repair,205666,7084,2419,FC106,9503
SVC0002932,VEH617326,D0463,2024-06-28,Wheel Alignment,224771,6898,13568,FC106,20466
SVC0002939,VEH934638,D0326,2024-02-29,AC Repair,285697,32358,10794,NONE,43152
SVC0002944,VEH125071,D0427,2025-12-04,Brake Service,3707,28431,12590,FC106,41021
SVC0002945,VEH344315,D0493,2024-11-16,Software Update,258954,43905,2741,NONE,46646
SVC0002948,VEH766833,D0107,2026-05-02,Tire Replacement,226439,40836,3915,FC106,44751
SVC0002949,VEH980357,D0336,2023-06-23,AC Repair,192679,34990,10645,FC103,45635
SVC0002959,VEH862540,D0324,2024-05-20,Oil Change,172126,7789,3655,FC102,11444
SVC0002960,VEH422448,D0277,2024-10-03,Engine Repair,123105,42879,10499,NONE,53378
SVC0002963,VEH655550,D0275,2023-01-03,Oil Change,136943,31262,414,FC103,31676
SVC0002968,VEH249289,D0496,2025-05-18,Tire Replacement,42422,19237,651,FC107,19888
SVC0002971,VEH197545,D0494,2023-11-27,Wheel Alignment,12658,6131,9002,FC108,15133
SVC0002976,VEH533121,D0291,2026-02-07,Software Update,71030,40910,5008,FC103,45918
SVC0002979,VEH580728,D0106,2024-08-16,Software Update,122581,43438,1004,FC105,44442
SVC0002987,VEH959793,D0090,2026-05-03,AC Repair,115088,32165,3959,FC102,36124
SVC0002998,VEH373668,D0071,2025-04-14,Oil Change,155263,13442,12553,FC106,25995
